cell_id,cycle_life,n_cycles,Qd_mean,Qd_std,IR_mean,IR_std,Tavg_mean,dQd_slope
b1c0,[477.],25,1.104835152,0.00173006355978501,0.01726566684,0.0001276897577833651,31.82214543177047,0.00016123899999999117
b1c0,[477.],50,1.10517512,0.0029640238408622783,0.01728931304,0.0001178688598159771,31.804071923272122,2.2021022809121618e-05
b1c0,[477.],100,1.105038492,0.0031193638971328745,0.01733813236,0.00012150438280510892,31.807497385473816,1.6304494449446412e-05
b1c1,[491.],25,1.1070002479999999,0.0011079513924789376,0.017763685759999998,0.0002109055552480835,33.54214171912384,3.0378307692296216e-05
b1c1,[491.],50,1.1069323379999998,0.0012090109972849815,0.017645423759999997,0.00019487016093610245,33.605174005963015,1.6488955582227715e-05
b1c1,[491.],100,1.10494644,0.003409138815096857,0.01755915909,0.00017854421746072292,33.59830289682961,-3.328610021002031e-05
b1c2,[424.],25,1.076175716,0.0014446736654843458,0.01647014196,0.00015681509055890777,33.22750945604809,0.00013097084615382667
b1c2,[424.],50,1.0744259304000001,0.015528448451113317,0.0164338666,0.00012539822622222374,33.22374063594966,-0.00020140240288115378
b1c2,[424.],100,1.0746560542,0.011180610186963242,0.016463414620000002,0.00010279994376105278,33.17756576063981,-4.820387278722338e-06
b1c3,[499.],25,1.0982564479999999,0.001253738839829101,0.015894148759999997,7.807337154204627e-05,33.951362231203504,4.105830769230963e-05
b1c3,[499.],50,1.099197896,0.0019130019992629338,0.015883863039999998,9.797681777195275e-05,33.97547928646919,8.235854021608949e-05
b1c3,[499.],100,1.1014322669999999,0.0030594973402523016,0.015916925550000002,9.28327921904082e-05,33.93958543884461,7.682116951694748e-05
b1c4,[444.],25,1.089150536,0.0011343517760836154,0.01648194748,0.0002622823895284042,33.15056081034469,-2.713500000002312e-05
b1c4,[444.],50,1.087969088,0.0025289075601642804,0.01631193278,0.0002565838158228448,33.17285419809613,-9.37607490996331e-05
b1c4,[444.],100,1.0859578399999998,0.003214298876582586,0.01619582082,0.00022114969828482148,33.05027186948681,-6.734896969696467e-05
b1c5,[416.],25,1.0972007320000001,0.0014813732530918478,0.015554552720000002,0.00023789217893314943,33.010269143235156,-0.0001414370769230662
b1c5,[416.],50,1.0924392040000002,0.016805380965261803,0.01540071616,0.00022912936535672242,32.980509040500095,-0.00044710694837934615
b1c5,[416.],100,1.088025367,0.012868867110146521,0.015306582499999999,0.00018995637860448386,33.01550370431462,-0.0001942805022502254
b1c6,[393.],25,1.090016708,0.0012973294332342925,0.01611553936,0.00018283758637870504,33.86684580277278,9.361653846152589e-05
b1c6,[393.],50,1.090895448,0.0016546548636183816,0.016063235939999997,0.0001556688529212458,33.70322197599617,8.154797599040051e-05
b1c6,[393.],100,1.092913134,0.0029479534904818245,0.01604186506,0.00011606079655851253,33.81745006948466,6.429282688268701e-05
b1c7,[777.],25,1.0915334359999997,0.0011131158045342728,0.01480294512,2.355229858900401e-05,33.72187731226627,8.57448461538413e-05
b1c7,[777.],50,1.091776494,0.0010646375951299082,0.01478808882,3.55371747918656e-05,33.82010899284961,1.9896917166864744e-05
b1c7,[777.],100,1.0929825290000001,0.002500204003288325,0.014790600069999998,4.190373961647218e-05,33.766912217149354,5.5001032703266274e-05
b1c8,[904.],25,1.091681268,0.000982886722148579,0.016462469520000002,6.0564453111785036e-05,33.60448512426425,3.976730769229047e-05
b1c8,[904.],50,1.0919022919999999,0.0008683183498786514,0.01644785148,5.104878710184612e-05,33.66944726159009,1.883054981993002e-05
b1c8,[904.],100,1.0901623492999999,0.012096383189641374,0.01646674221,5.336290928431378e-05,33.59821236744562,-4.689287998799896e-05
b1c9,[791.],25,1.098139104,0.0010604151207824124,0.01538869424,7.388260601266291e-05,32.435087646537575,8.971015384614996e-05
b1c9,[791.],50,1.098416984,0.0009089501452466915,0.01537661302,8.105000660715325e-05,32.41774524082191,2.4429522208877546e-05
b1c9,[791.],100,1.097482268,0.001870474549406099,0.01539659944,8.863621508833952e-05,32.35755295299843,-2.964687788778466e-05
b1c10,[492.],25,1.110786812,0.0010882564941483166,0.0170754844,0.00012893396705787054,31.742842113325796,0.00010733438461536575
b1c10,[492.],50,1.1092380512,0.01587602852300444,0.017052218000000004,0.00010437668909732687,31.745366576850344,-0.00019493247154861294
b1c10,[492.],100,1.1111485095999998,0.011546364575546877,0.01706057563,8.554261212806823e-05,31.720671317513244,5.465127200719549e-05
b1c11,[449.],25,1.098690784,0.0014117469177384397,0.01713032064,0.00013403477755773114,33.211141113018044,0.00017621623076920502
b1c11,[449.],50,1.0970766780000003,0.01919297832888153,0.01714097476,0.00015694635850118475,33.24119155022623,-0.00017203914045617032
b1c11,[449.],100,1.101019946,0.014231589224063628,0.01721904361,0.00018493270328862312,33.14963101101539,0.00011564709150914732
b1c12,[466.],25,1.10320544,0.0010417145547605648,0.01676318508,0.00020860876197473924,31.42061343643937,7.772007692304773e-05
b1c12,[466.],50,1.1037090800000002,0.0019784386432740316,0.01663496868,0.00021350881645247692,31.428749840492355,2.718508523409975e-05
b1c12,[466.],100,1.1041123279999998,0.002107468452768865,0.016529412549999997,0.00020361166941446995,31.316793895936517,3.221619081907928e-05
b1c13,[460.],25,1.095977404,0.0005394871308789401,0.01638661012,0.00024602215178984505,31.9968634999549,3.6581538461451696e-06
b1c13,[460.],50,1.095382174,0.001432139768571488,0.016200302379999997,0.00026627469264906787,32.01926858092736,-5.3087975990389115e-05
b1c13,[460.],100,1.094944933,0.0014534818269971584,0.01607549433,0.00023493072340607365,31.948019425910115,-1.163021842184154e-05
b1c14,[426.],25,1.083535872,0.0007592286203878227,0.01654523744,0.0002986379873728163,32.139630216659185,-7.341384615383822e-05
b1c14,[426.],50,1.082449972,0.001964302430690343,0.0163756241,0.0002866935305940648,32.16997280531448,-9.468531092437657e-05
b1c14,[426.],100,1.079302612,0.0035302892922614753,0.0162701026,0.00023376298666020673,32.124753255414234,-0.00010136840564056814
b1c15,[396.],25,1.071211528,0.0011102453492881476,0.01657617628,0.0003142306472151334,32.8989080086458,8.688276923077967e-05
b1c15,[396.],50,1.072196154,0.0016818043098065806,0.01641600054,0.00027791871287735994,32.90355062627872,8.164383673470049e-05
b1c15,[396.],100,1.0749797360000002,0.0030771573711956893,0.016313907529999998,0.00022328411796580864,32.862312590345454,9.309728292828889e-05
b1c16,[472.],25,1.0973737239999999,0.001170766356291485,0.01754221648,0.00011450255540733359,32.71694947501164,0.00011780230769227136
b1c16,[472.],50,1.097697706,0.0020648668078508113,0.0175099581,8.975542471254841e-05,32.744438541746334,1.924663145257399e-05
b1c16,[472.],100,1.097015996,0.001978627807644478,0.01749419094,6.897116378209356e-05,32.76618715423966,-1.3775005100515255e-05
b1c17,[471.],25,1.092251752,0.0009812252337236171,0.01721895288,0.00014224450546079312,32.985589241211045,4.171146153844995e-05
b1c17,[471.],50,1.092483812,0.0009868979839152572,0.01713063728,0.00013655851470428942,33.018430769505905,2.8095855942386604e-05
b1c17,[471.],100,1.093877117,0.002262468757046384,0.01709369671,0.00012022539809518583,32.98821355652246,4.064148874886927e-05
b1c18,[449.],25,1.0779528120000001,0.001347074142672191,0.0165971356,9.24167213571221e-05,32.84477016980397,0.00014567738461538832
b1c18,[449.],50,1.079177378,0.0017593895719015902,0.0165878388,7.035745856780198e-05,32.90842047231035,0.00010778616566625703
b1c18,[449.],100,1.0824376820000001,0.0035745553690600448,0.01664831154,0.0001023365765400054,32.88628935898336,0.00011416270147014118
b1c19,[392.],25,1.093718064,0.0016389696873047816,0.0166457642,5.34160988339658e-05,32.72529673293396,0.00019413007692307564
b1c19,[392.],50,1.0948389960000002,0.0030012859666456336,0.01666356636,5.3951143795756714e-05,32.76710331137886,8.617763265306316e-05
b1c19,[392.],100,1.09472128,0.0028459078538842445,0.016718972760000003,8.861668601387908e-05,32.76991201802439,2.3392277227724137e-05
b1c20,[489.],25,1.099262008,0.0009507645807117613,0.01653009284,0.00014425012470529945,33.635153623772105,8.457746153846635e-05
b1c20,[489.],50,1.100007224,0.001637824347793139,0.01654097362,0.00014199758805076814,33.70298565093207,5.7115303721490826e-05
b1c20,[489.],100,1.10005656,0.0021174309890525343,0.016612060669999998,0.00016330460904830926,33.62225921545461,2.917883588359101e-05
b1c21,[408.],25,1.100832304,0.0012500066446159278,0.01713917824,6.294328272232375e-05,33.43254249547409,0.00010880561538459696
b1c21,[408.],50,1.0997905144,0.015219339534447637,0.01714938184,5.3271935426210875e-05,33.512077765286584,-0.00014687692677071534
b1c21,[408.],100,1.1010897552,0.010995895860682614,0.01720174435,8.556272203236352e-05,33.59820005445401,3.593870867086414e-05
b1c22,[nan],25,1.093542548,0.0013736741436366868,0.021770682,0.0,34.568841385242166,0.00010333961538462139
b1c22,[nan],50,1.0908409886,0.014716440240137154,0.021770682000000003,3.469446951953614e-18,34.55561085522356,-0.0001855133018007276
b1c22,[nan],100,1.1020667873,0.10766674233612665,0.021770682,0.0,34.502712698156095,0.0006138897035103502
b1c23,[nan],25,1.090814808,0.0008955347126359738,0.021160889,0.0,34.14491801952115,-1.628576923079463e-05
b1c23,[nan],50,1.090917984,0.0009155900978844196,0.021160888999999995,3.469446951953614e-18,34.18586394726831,9.551058823534433e-06
b1c23,[nan],100,1.0961362059,0.10717904436778201,0.02116088899999999,1.0408340855860843e-17,34.14729364226761,0.000504851597539753
b1c24,[514.],25,1.095028468,0.0013419016520505665,0.0165035146,8.100354828919546e-05,33.194963554681266,0.0001436040769230598
b1c24,[514.],50,1.0955802639999999,0.00212583559804235,0.01652817248,0.0002588680195857525,33.203303326347935,3.4160009603834246e-05
b1c24,[514.],100,1.096261652,0.002436510283724667,0.01651723855,0.00018482712990572424,33.205124014909316,4.449777617761866e-05
b1c25,[493.],25,1.1009593359999998,0.0012707353281875941,0.01666728452,8.255898807525188e-05,32.27736083481919,0.00013017469230769112
b1c25,[493.],50,1.101835616,0.0019872429805496863,0.01670833486,0.0002722741118574447,32.312564824199484,6.036955582232183e-05
b1c25,[493.],100,1.102206125,0.0024546887234586333,0.01674229199,0.00019909663993887458,32.23892710270436,3.98850303030257e-05
b1c26,[450.],25,1.1054544080000002,0.0006390088568525637,0.01797883472,0.00021695463201333514,34.49331548554302,9.016923076932146e-07
b1c26,[450.],50,1.1052044739999998,0.0007337742736864061,0.017813105639999997,0.0002308220268204715,34.49001447604738,-1.3468720288117767e-05
b1c26,[450.],100,1.1041737820000002,0.0021427216162805706,0.017708443810000002,0.0002009305515905283,33.76445582326918,-1.2259041104116122e-05
b1c27,[474.],25,1.095653,0.0013147347899861719,0.01752595344,6.514423400552348e-05,33.28040579705276,0.00013738346153845086
b1c27,[474.],50,1.096627078,0.0016466254603023716,0.0175340551,6.169306037092018e-05,33.308501785269776,7.657505402160776e-05
b1c27,[474.],100,1.0984702849999999,0.002774950754711693,0.01758962648,8.78313687803487e-05,33.303981946117254,8.466147434743382e-05
b1c28,[437.],25,1.0926889480000002,0.001881558725763308,0.01643137868,0.0001830515918645278,32.1679893464027,0.0002031711538461515
b1c28,[437.],50,1.09390771,0.0023775969781483185,0.0163524922,0.00019931936308858713,32.198152278120936,8.489820408163423e-05
b1c28,[437.],100,1.094977019,0.002571800232276803,0.016281175090000002,0.00015993661263469957,32.14418070388791,6.02775055505566e-05
b1c29,[452.],25,1.1055256359999999,0.0018086169066731605,0.01666781496,6.033058955288293e-05,31.843831271054842,0.00022715453846152748
b1c29,[452.],50,1.107157692,0.0023325147442912293,0.01667899774,5.3211427618063466e-05,31.840452359539405,0.00012807726290516957
b1c29,[452.],100,1.109943851,0.0037636375067876884,0.01673359061,8.06337829446063e-05,31.797456695109688,0.00012138198679867395
b1c30,[412.],25,1.0965566480000002,0.0012340216575473866,0.017262149560000002,0.000283097972556651,33.76672194275549,3.259292307691819e-05
b1c30,[412.],50,1.0959367660000001,0.0013053565492400973,0.01705838204,0.0002874119862603477,33.822203971433225,-4.3064091236493126e-05
b1c30,[412.],100,1.0929991510000001,0.003440547934457396,0.016894066949999998,0.00026379506760773114,33.81003990939852,-8.347699429943082e-05
b1c31,[425.],25,1.098856588,0.0006938799777021906,0.01655820632,0.00019853245817119596,33.41851784291195,-2.2748461538462376e-05
b1c31,[425.],50,1.0983909299999999,0.0009472769977678255,0.01639723342,0.0002461778337782744,33.503596031688886,-3.4615322929176224e-05
b1c31,[425.],100,1.099834485,0.0017779966301641333,0.01633070732,0.00022795270785774338,33.375923495204454,3.973058565856934e-05
b1c32,[809.],25,1.090987992,0.0016075901417762033,0.01483351728,9.92415090784076e-06,32.15753820045761,0.0001656392307692168
b1c32,[809.],50,1.091623256,0.0014241071468341204,0.01481335484,2.3345161878522025e-05,32.182595837103804,5.8249498199282356e-05
b1c32,[809.],100,1.0900312140000001,0.003025090166359353,0.01481114372,0.0001563620142223859,32.16783240841186,-5.30676303630345e-05
b1c33,[1140.],25,1.07423548,0.0005063151192686363,0.01500468516,5.1606953084002325e-05,32.6703210661894,3.857723076921282e-05
b1c33,[1140.],50,1.0740470359999998,0.00041853845212118883,0.014990338760000001,4.165329924822766e-05,32.713470788593575,-8.814156062428523e-06
b1c33,[1140.],100,1.0706076800000002,0.014878023980717333,0.01499290727,3.2987437380268e-05,32.73895611525105,-0.00012262329552955057
b1c34,[1186.],25,1.06839924,0.0006142205955518142,0.014965745279999998,4.677699835305371e-05,35.55545420251856,6.337369230768621e-05
b1c34,[1186.],50,1.06842457,0.0004486020281942697,0.01494729024,4.136039162027357e-05,35.60210777408805,7.45952941176035e-06
b1c34,[1186.],100,1.0671250090000002,0.0020783332726054776,0.014954353830000003,4.501649777716049e-05,35.66583614425341,-5.249918571857414e-05
b1c35,[nan],25,1.06395276,0.003582312814035087,0.020666521000000004,3.469446951953614e-18,36.346964743615,-0.0004951909230769437
b1c35,[nan],50,1.0581148180000002,0.00673257485800759,0.020666521000000004,3.469446951953614e-18,36.476134297873216,-0.00046602973829531884
b1c35,[nan],100,1.0565366316,0.10289654720979348,0.020666520999999993,6.938893903907228e-18,36.50175433149703,0.00016907591191118516
b1c36,[nan],25,1.06399724,0.005525387151467322,0.02033557,0.0,38.240775035798336,-0.0007655196153846289
b1c36,[nan],50,1.05384636,0.011759665272855352,0.02033557,0.0,38.463679646250625,-0.0008142832941176581
b1c36,[nan],100,1.0434052236999998,0.10064377296535822,0.02033557,0.0,38.55935886221206,-0.00018521885862586625
b1c37,[nan],25,1.084831084,0.0007182096260452197,0.0171331326,7.106981598625416e-05,32.92009929839579,9.029523076923083e-05
b1c37,[nan],50,1.0834210218,0.012135060021282413,0.01711913724,7.535482959241847e-05,32.95935689483589,-0.00015560932196879483
b1c37,[nan],100,1.0950189059000002,0.10812113084121786,0.017242516180000004,0.0010143770566711115,32.929452048618025,0.0006473402308430797
b1c38,[nan],25,1.08582128,0.000742424136461099,0.016594028320000002,0.0001200416667544131,29.01064213226894,8.844476923076049e-05
b1c38,[nan],50,1.0857774,0.0020576705328113195,0.01653014072,0.00011259671159159829,32.568763443799156,-1.4398453781516845e-05
b1c38,[nan],100,1.0948824099999999,0.10730028365535527,0.01658825556,0.0009410929362083038,33.448461595697054,0.0005915716903690359
b1c39,[nan],25,1.073595364,0.0007311530728267722,0.016904517679999998,0.00015200155331120027,32.776867343529624,7.598646153844857e-05
b1c39,[nan],50,1.073579338,0.0005515502613144291,0.0168093779,0.00014610959924033065,32.83664569207544,4.232292917165942e-06
b1c39,[nan],100,1.0818235189999998,0.10507461600911869,0.016813597830000002,0.0008601099835556968,32.88418677825157,0.0005612439513951418
b1c40,[nan],25,1.085880296,0.0010032326061208436,0.0,0.0,32.416325439324176,0.0001262587692307649
b1c40,[nan],50,1.0862969399999998,0.0016160535609935729,0.0,0.0,32.45776681041167,2.6729325330134625e-05
b1c40,[nan],100,1.096316141,0.10707724505696727,0.0,0.0,32.467598204820945,0.0006258123330332975
b1c41,[442.],25,1.105410184,0.0005176006759500837,0.0,0.0,30.329867305024333,6.451307692302946e-06
b1c41,[442.],50,1.105907408,0.0008199475497469333,0.0,0.0,30.362798003772212,3.8757032412970354e-05
b1c41,[442.],100,1.105940476,0.001762133826649951,0.0,0.0,30.20099354305731,2.4216604860484263e-05
b1c42,[474.],25,1.104423496,0.0012040479105018937,0.0,0.0,31.73095658480804,0.00013550623076920626
b1c42,[474.],50,1.105335402,0.0026046259466948533,0.0,0.0,31.747728336065297,5.047596158462832e-05
b1c42,[474.],100,1.1070860530000002,0.0034265238646901384,0.0,0.0,31.71041325336692,8.596116471647295e-05
b1c43,[1029.],25,1.10063484,0.0010935730578246652,0.0,0.0,33.26145909974273,6.149307692307621e-05
b1c43,[1029.],50,1.1005700900000002,0.0008616575111376863,0.0,0.0,33.677570022179474,4.538386554616932e-06
b1c43,[1029.],100,1.098649702,0.00319914757990249,0.0,0.0,33.91860336356293,-6.995087428743098e-05
b1c44,[841.],25,1.098271284,0.0005946401444100393,0.0,0.0,33.69284669067485,3.305338461538119e-05
b1c44,[841.],50,1.098306286,0.0006038369273272293,0.0,0.0,33.89385006082362,7.988355342136153e-06
b1c44,[841.],100,1.0976301800000001,0.0012777387114742964,0.0,0.0,33.956934554468496,-2.3820940894088477e-05
b1c45,[997.],25,1.1037396320000001,0.0006462668363578372,0.0,0.0,35.311343961911156,3.173038461537221e-05
b1c45,[997.],50,1.103506834,0.0007181355144009894,0.0,0.0,35.32200359513868,-1.0132297719093331e-05
b1c45,[997.],100,1.1012386699999999,0.008273954729057925,0.0,0.0,35.27071288818467,-7.502379357935741e-05
b1c46,[503.],25,1.1018005640000001,0.0011433119430426832,0.0,0.0,29.905086378954607,3.9394846153839896e-05
b1c46,[503.],50,1.102311524,0.001981721514800701,0.0,0.0,29.865094085772906,3.0288528211287157e-05
b1c46,[503.],100,1.1025293669999998,0.002316391841466162,0.0,0.0,29.88032329687331,2.0994628862883787e-05
