cell_id,n_cycles,cycle_life,Qd_mean,Qd_std,IR_mean,IR_std,IR_delta,IR_slope,Tavg_mean,dQd_slope
b1c0,25,1190.0,1.050162108,0.23286203825468146,0.01604543288,0.0033073018000786595,0.016572051,0.0001477609523076921,30.398941981871612,0.00973404046153845
b1c0,50,1190.0,1.063358666,0.1651866283509057,0.01632425832,0.002355214431864007,0.016621681,3.53006351020408e-05,30.978519928463566,0.0020062379687875134
b1c0,100,1190.0,1.0697906089999998,0.11698210949029265,0.01647688882,0.001672830600416183,0.016667154,9.294473111311092e-06,31.28770985553454,0.00044127432883288097
b1c1,25,1179.0,1.0373503960000001,0.21175879942254391,0.015537112519999998,0.004581893225569955,0.016898235,0.00016639358461538445,30.24617377107907,0.010195122461538463
b1c1,50,1179.0,1.0596138279999998,0.1513821647506879,0.01622508702,0.0033121626235516244,0.016904702,6.196542861944778e-05,30.745152082666554,0.002607956773109244
b1c1,100,1179.0,1.0704344110000001,0.10758916642883978,0.016583334979999996,0.002369597441241305,0.01699684,1.869190525052501e-05,31.017011163858175,0.0006476957569756947
b1c10,25,906.0,1.0367039200000001,0.21162889519546993,0.01519391908,0.004480623565198139,0.016520184,0.00016434270615384614,31.937202622933146,0.010202641000000002
b1c10,50,906.0,1.059588522,0.1513839592196852,0.01586231798,0.003238035802784994,0.016550977,6.0793267755102065e-05,32.5264227836059,0.002647476230492191
b1c10,100,906.0,1.070887572,0.10763960414374915,0.01623268906,0.0023198582954067812,0.016675979,1.904891546354644e-05,32.87606916177769,0.000667137438943889
b1c11,25,788.0,1.0161635480000002,0.2074345104775348,0.0149578708,0.004414026017058232,0.016136453,0.0001438379392307692,31.500508991486317,0.009982978923076907
b1c11,50,788.0,1.03846053,0.14836339339647533,0.015550885700000001,0.0031770370038328184,0.016156863,5.3662095030012114e-05,32.07812027438441,0.0025856886674669815
b1c11,100,788.0,1.049483047,0.105486571258053,0.01587671327,0.002270632352736725,0.0162715,1.685321395139514e-05,32.4317293801687,0.0006509144020402025
b1c12,25,902.0,1.0379415,0.21187240793845524,0.015774163800000005,0.003220098760040368,0.01642056,0.00014812625230769242,32.04395405317677,0.010121254769230746
b1c12,50,902.0,1.06025857,0.15146953676326372,0.01609379956,0.0022992953777801594,0.016425503,3.7679697863145285e-05,32.7154514180094,0.002605551620648258
b1c12,100,902.0,1.071333671,0.10767651115586845,0.016274665669999997,0.0016365674618405383,0.016531222,1.0597265808580825e-05,33.12344169500137,0.0006550641458145845
b1c13,25,897.0,1.040262164,0.21234600783641377,0.01634603724,0.0033368523221061525,0.01700953,0.0001533287146153844,30.717414016852896,0.010137545153846145
b1c13,50,897.0,1.062518092,0.1517917745163931,0.016681288000000002,0.002383222434554047,0.017027462,3.940168816326527e-05,31.365260832695217,0.0026019620168067203
b1c13,100,897.0,1.073430505,0.10788692474131642,0.01686618544,0.001696873159013291,0.01714633,1.1125473915391564e-05,31.771244679727488,0.0006484489558955897
b1c14,25,880.0,1.031491084,0.2105574491956923,0.01633488456,0.003346511094477807,0.01690465,0.00014930629538461562,31.763813160997593,0.010053379000000001
b1c14,50,880.0,1.053992784,0.15057741356278687,0.01663472034,0.002385296667773714,0.016963098,3.6943912557022646e-05,32.37269099210505,0.0026083298919567714
b1c14,100,880.0,1.065341888,0.10707777808608962,0.01680525182,0.0016967550464953116,0.017053071,1.0077067110710991e-05,32.746688171939034,0.0006647239531953225
b1c15,25,719.0,1.023179456,0.20886288056571298,0.01619668296,0.003320160587740111,0.016733406,0.000139097266923077,31.738493317351377,0.010002446230769228
b1c15,50,719.0,1.045653832,0.14938864626965653,0.016483526260000003,0.0023652221569589343,0.016804634,3.4959147515006e-05,32.38646720800082,0.0026011107226890716
b1c15,100,719.0,1.0569803169999998,0.10623956952188206,0.01667158657,0.0016847157786408144,0.016914751,1.0561961134113378e-05,32.816242903351714,0.0006624381236123594
b1c16,25,862.0,1.041531728,0.21260676749533733,0.015342333199999997,0.004524451687557148,0.016661555,0.00014981992615384587,31.024852740313776,0.01014114515384614
b1c16,50,862.0,1.064214576,0.1520372927761614,0.01601110872,0.003268440311967052,0.016694959,5.907525752701087e-05,31.651737360855915,0.0026297751644657817
b1c16,100,862.0,1.075604861,0.10810891867154614,0.016363573660000005,0.002339390075682656,0.016816031,1.841120882088206e-05,32.092990921249715,0.0006678998049805011
b1c17,25,857.0,1.0328110400000001,0.21082575141929316,0.01597914712,0.003261984491079715,0.016638942,0.00015013364153846143,30.650231581411227,0.010085930999999992
b1c17,50,857.0,1.055136222,0.15073873740078134,0.01632098036,0.002331790142045212,0.016690899,3.951949406962782e-05,31.308889611664902,0.002600618012004803
b1c17,100,857.0,1.0663351739999998,0.10717579764882894,0.01650946526,0.0016625835946329293,0.016800802,1.1390297953795387e-05,31.767866319949093,0.0006572200480048024
b1c18,25,691.0,1.026469336,0.20953007576351013,0.01909068672,0.0038968701086105864,0.019886132,0.0001835642953846152,30.074637721060114,0.009990945923076904
b1c18,50,691.0,1.084283868,0.29751146088472324,0.01948840936,0.0027840584799999997,0.019886132,4.679089882352909e-05,30.712150402856373,0.005060946381752691
b1c18,100,691.0,1.0755789489999998,0.2105546447291959,0.01782470687,0.0026620532457676113,0.015891589,-4.7443244818481825e-05,31.512746702861836,0.00035961908010801
b1c19,25,788.0,1.044837548,0.21327890075742628,0.015649710639999998,0.003194776405946343,0.016303297,0.00014741276999999975,31.634351263283875,0.01015091538461536
b1c19,50,788.0,1.066893318,0.15241524430373585,0.0159782074,0.002282843246868799,0.016328191,3.818243447779108e-05,32.32069655240128,0.002590022333733485
b1c19,100,788.0,1.0774847869999997,0.10829399107841456,0.01616162039,0.001624900928458261,0.01638364,1.0567779219922086e-05,32.713644543106625,0.0006365072817281705
b1c2,25,1177.0,1.04115918,0.21253272336420853,0.015382873239999999,0.004536435405385328,0.01674987,0.0001668292399999997,30.398499446710094,0.010186984692307706
b1c2,50,1177.0,1.063500544,0.15193491732083467,0.016071433300000004,0.003280864769025473,0.016749149,6.201866223289309e-05,30.889876226120183,0.002613700542617053
b1c2,100,1177.0,1.0745174849999999,0.10799784229582958,0.016433599030000003,0.0023483799264254726,0.016854173,1.8816664452445207e-05,31.164788272079093,0.0006547647830783082
b1c20,25,534.0,1.03125774,0.21050958110794862,0.014163121919999999,0.004178246618047612,0.015240522,0.00012816549384615387,30.971787172882895,0.00988862746153847
b1c20,50,534.0,1.051914956,0.15028056979395596,0.014677581739999999,0.002998960983648202,0.015167462,4.654581767106852e-05,31.508742714837176,0.0024593392749099724
b1c20,100,534.0,1.059142675,0.10652841217139995,0.014906158769999997,0.0021329748575357136,0.015160209,1.2649842466246549e-05,31.83139279736961,0.0004999247458745895
b1c21,25,559.0,1.041071564,0.2125128215856067,0.013914471720000002,0.0041039648890371615,0.015006334,0.00013418398384615376,31.93027410248627,0.010020101076923072
b1c21,50,559.0,1.06266061,0.15181245392186934,0.014453025800000002,0.002951659583415689,0.015000514,4.864099908763506e-05,32.52802005315853,0.0025398337623049236
b1c21,100,559.0,1.071404233,0.10771126102679894,0.014788431510000002,0.0021141635554463353,0.015144967,1.6148156717671747e-05,32.80560397424297,0.0005635516297629801
b1c22,25,891.0,1.039502196,0.2121900148858838,0.015914887399999997,0.003249009527949969,0.01655459,0.00014768603846153816,31.421911547412897,0.0100972342307692
b1c22,50,891.0,1.0615359060000003,0.1516502305273136,0.016238957000000002,0.0023201828099199766,0.016498478,3.803712268907561e-05,32.09658038427867,0.0025816389675870403
b1c22,100,891.0,1.072150017,0.10775764643687431,0.016426053569999998,0.0016529612459651084,0.016682273,1.1032426576657656e-05,32.51547371038611,0.0006367991797179705
b1c23,25,1014.0,1.039110508,0.2121094098150517,0.016129782440000004,0.0032928032644208927,0.016784169,0.00015022477846153847,30.603791185468122,0.010069359461538465
b1c23,50,1014.0,1.061006362,0.15157385631241013,0.01646239986,0.002352056068909277,0.016717058,3.8881414117647105e-05,31.260565441766612,0.002570814957983183
b1c23,100,1014.0,1.0716364470000002,0.10770538654237351,0.01665576256,0.0016761780869325273,0.016928671,1.134266574257431e-05,31.670866801703188,0.0006363017251725171
b1c24,25,1017.0,1.034433736,0.2111550342705584,0.015889117359999996,0.0032436625538711378,0.01655318,0.000148791713076923,31.97371434184674,0.010040086076923074
b1c24,50,1017.0,1.056447874,0.1509234989538406,0.0162187302,0.002317203318680007,0.016568888,3.842121402160867e-05,32.64142893697245,0.0025750292388955504
b1c24,100,1017.0,1.0672528549999998,0.10726529764808782,0.0164215744,0.001651746902687491,0.016682969,1.136720015601558e-05,33.04428331230595,0.0006423798865886621
b1c25,25,854.0,1.035203368,0.21131251745415883,0.015905062560000002,0.0032469139908131114,0.016558962,0.00014878161615384608,32.43295101332044,0.010062918769230753
b1c25,50,854.0,1.05730716,0.1510465868182661,0.01623271666,0.002319200178366754,0.016588176,3.827064533013208e-05,33.11024456360347,0.0025833396782713046
b1c25,100,854.0,1.0680594090000002,0.10734644940345918,0.016430180379999996,0.0016525277155489272,0.016688013,1.1203582790278966e-05,33.5100715032098,0.0006413974311431116
b1c26,25,870.0,1.0471321120000001,0.21374688794817728,0.015596904079999998,0.0031839685659217545,0.016244587,0.00014605201692307682,31.74028399964375,0.010153127692307671
b1c26,50,870.0,1.069164686,0.15273953982468585,0.01592001932,0.0022745105753282434,0.016289866,3.787191366146452e-05,32.41946839789173,0.002589167611044426
b1c26,100,870.0,1.0796685450000003,0.10851416149141123,0.016122636920000002,0.0016216205706471576,0.016389275,1.125821116111603e-05,32.82484992054074,0.0006331072481248148
b1c27,25,842.0,1.038770428,0.21204013153301057,0.015407483520000001,0.0031452746336892,0.016052196,0.00014480199538461518,32.44214417273616,0.010079474538461548
b1c27,50,842.0,1.060704798,0.15153107185456652,0.01573166144,0.002247581959491962,0.016091034,3.778889354141631e-05,33.14170698269336,0.0025728483793517436
b1c27,100,842.0,1.071215679,0.10766381829371303,0.0159379176,0.0016031871859637356,0.016206481,1.1359463654365367e-05,33.55602030368522,0.0006323544560456004
b1c28,25,860.0,1.037469012,0.21177393416727625,0.015958006,0.0032576674794647536,0.01662422,0.0001498664061538459,32.313259257852636,0.010051501461538445
b1c28,50,860.0,1.0592785200000001,0.15132665901254277,0.0162986929,0.0023286418189023164,0.016682675,3.9537399135654165e-05,33.00609001291069,0.002562679337334933
b1c28,100,860.0,1.0698886730000003,0.10752939488067796,0.016513237169999997,0.0016614474417592214,0.016805848,1.1921178703870374e-05,33.43606251979158,0.000634500228622867
b1c29,25,917.0,1.039316388,0.2121515717799108,0.01583759216,0.0032330725383680667,0.016502012,0.00014900355384615395,31.298331686632327,0.010090744230769229
b1c29,50,917.0,1.061278934,0.151612996989842,0.01617223662,0.0023105270267200157,0.01654968,3.895749987995203e-05,31.96731983475179,0.0025770401968787434
b1c29,100,917.0,1.0719549930000003,0.10773742621037895,0.016380068390000002,0.0016480121119397749,0.016644154,1.1670330279027895e-05,32.377114457540216,0.000638179432943295
b1c3,25,1226.0,1.040303088,0.21235620265968655,0.014992137439999999,0.004421182718530833,0.016273182,0.00016315662692307662,28.871106283504897,0.01014755623076922
b1c3,50,1226.0,1.0629041479999999,0.15184989943564434,0.015645143580000003,0.003193762891223111,0.016290145,5.9828067563025145e-05,29.351317976229144,0.002624700513805519
b1c3,100,1226.0,1.07409948,0.10795651522764711,0.01598469448,0.0022842758272481824,0.016408285,1.8023054761476163e-05,29.64277681987686,0.0006611514875487503
b1c30,25,709.0,1.039786284,0.21224751182377932,0.01531835992,0.0031270611211930595,0.015959136,0.00014411611230769183,32.09160414519974,0.010092135384615362
b1c30,50,709.0,1.061613092,0.1516606926636758,0.015646620860000002,0.0022354382553210366,0.015999014,3.797984638655467e-05,32.78813372218215,0.002570386093637448
b1c30,100,709.0,1.07199548,0.10774270408252526,0.01584933199,0.0015943233808727417,0.016130757,1.1309777683768365e-05,33.20468742385532,0.0006273795799579933
b1c31,25,876.0,1.0539024000000001,0.21512863506454735,0.01615949912,0.0032987523870693695,0.016814314,0.00015174189923076886,29.109745154599064,0.010209203923076901
b1c31,50,876.0,1.0757971100000001,0.15368672494983715,0.01649848484,0.002357105366543247,0.016858719,3.955426929171668e-05,29.7282477119383,0.0025861864249699822
b1c31,100,876.0,1.0860977210000002,0.10916125786930207,0.01669691048,0.001679130116823884,0.016962912,1.1356745478547854e-05,30.07164277769906,0.0006263009726972672
b1c32,25,731.0,1.0375856079999999,0.21179796070110196,0.015470391280000002,0.0031580918645687747,0.016110394,0.00014566937230769237,31.655439773500376,0.010060321769230747
b1c32,50,731.0,1.0593891199999999,0.15134261091673026,0.01580242858,0.002257700427036103,0.016168348,3.843932979591833e-05,32.332196455725914,0.0025633296518607408
b1c32,100,731.0,1.069864735,0.10752772183459891,0.01600539361,0.0016103836818425036,0.016290806,1.1446698475847526e-05,32.74969801527699,0.0006295862604260464
b1c33,25,757.0,1.052094508,0.2147600085215363,0.0158069206,0.003226788762281349,0.01644394,0.0001484600630769229,32.169419660664445,0.010205804615384591
b1c33,50,757.0,1.0741381120000002,0.15344986248131295,0.01613148756,0.0023046866751573864,0.016485181,3.824675322929181e-05,32.868695591784274,0.0025951490132052938
b1c33,100,757.0,1.0845367300000002,0.10900406748252242,0.0163189379,0.0016415297235409508,0.016574621,1.0910296693669348e-05,33.33498063827802,0.0006296228370837076
b1c34,25,742.0,1.0365096960000002,0.2115789961926249,0.016154093319999997,0.0032978499686130386,0.016811647,0.00014981948461538437,31.201092762267457,0.010074742153846147
b1c34,50,742.0,1.058506154,0.1512174993182776,0.016488103820000002,0.002355769131855019,0.016857415,3.9062501752700965e-05,31.89415546228037,0.0025775459927971163
b1c34,100,742.0,1.069269289,0.1074680187705774,0.01668664511,0.0016788518891837595,0.016954124,1.1400728754875472e-05,32.33790615832239,0.0006413220672067177
b1c35,25,703.0,1.031018636,0.21045799129218898,0.01624141024,0.0033155855595844697,0.016902851,0.00015131944153846155,30.679976320844126,0.010012649538461526
b1c35,50,703.0,1.0529629859999998,0.1504256087838544,0.01658380214,0.002369393780314374,0.016969973,3.980935370948373e-05,31.351398098826966,0.0025675474525810368
b1c35,100,703.0,1.0637625969999998,0.10691442683972306,0.01679742137,0.001690698034066011,0.017091474,1.2065483294329372e-05,31.77636103475647,0.0006414218007800769
b1c36,25,704.0,1.0379525200000002,0.21187340987114167,0.01571039532,0.0032070807422425237,0.016371395,0.00014823693076923062,30.666952571119456,0.010076338692307667
b1c36,50,704.0,1.059851318,0.1514093245775275,0.016054015799999998,0.002293690395239209,0.01642707,3.951379111644664e-05,31.331599055463617,0.0025713483457382967
b1c36,100,704.0,1.070463794,0.1075879580483056,0.0162733688,0.0016377415154229925,0.016568536,1.2119076579657932e-05,31.726413236361513,0.0006353728244824444
b1c37,25,648.0,1.0348823720000002,0.21124660700759293,0.015827721000000003,0.0032310940987296923,0.016482977,0.00014800943615384584,31.51916010503286,0.010047523230769214
b1c37,50,648.0,1.05673067,0.1509634730188177,0.016167177720000002,0.00230985276629851,0.016512562,3.9182783961584694e-05,32.20864614152815,0.0025650628715486214
b1c37,100,648.0,1.067249742,0.10726527752503622,0.0163809578,0.0016483748983184801,0.016675115,1.192055521152116e-05,32.630101883575946,0.0006310204812481288
b1c38,25,617.0,1.032820248,0.21082547241378044,0.01548927524,0.003161962016208522,0.01612119,0.00014570486846153833,32.20446313381911,0.010025037692307665
b1c38,50,617.0,1.0545690620000001,0.1506542677404565,0.01582715712,0.0022613057860610595,0.016196873,3.886603524609839e-05,32.90934040876986,0.0025552949771908704
b1c38,100,617.0,1.0650434910000002,0.10704281096763395,0.0160499364,0.001615165313728505,0.016349318,1.2052409972997263e-05,33.35779909779967,0.0006299331899189957
b1c39,25,625.0,1.041947732,0.21268918150435714,0.015946253720000005,0.003255283549892261,0.016588327,0.00014993020076923056,32.044738228357936,0.010125961769230757
b1c39,50,625.0,1.064080898,0.15201389542798974,0.01629287678,0.002327865522223492,0.016679151,3.995253997599044e-05,32.74027050754124,0.0025920660024009545
b1c39,100,625.0,1.0748024090000003,0.10802391271275459,0.01652419351,0.001663053040555144,0.01683517,1.2460845202520307e-05,33.17136883985134,0.0006417493183318332
b1c4,25,1227.0,1.0382155839999998,0.2119295613955442,0.01534638436,0.004525566891421262,0.01665174,0.00016477001000000016,30.22974462393443,0.010126333769230752
b1c4,50,1227.0,1.060791694,0.1515478595654804,0.016001072140000003,0.0032663609306334165,0.016651692,6.0053872028811624e-05,30.782857720867405,0.0026206560912364974
b1c4,100,1227.0,1.072015096,0.107747024218523,0.01633550844,0.00233455825994264,0.016734114,1.786759211521151e-05,31.134394995823982,0.0006617035151515115
b1c40,25,966.0,1.043347156,0.21297469718984943,0.015961473400000002,0.003258406092310766,0.016622819,0.00015062537384615362,32.05238248064489,0.010131989538461514
b1c40,50,966.0,1.065427626,0.1522059992163605,0.01630214476,0.0023291778102479555,0.016654251,3.9609819255702306e-05,32.73480344720467,0.0025885970276110456
b1c40,100,966.0,1.0760606780000002,0.10815058448963055,0.016512480479999998,0.001661157575985484,0.016823037,1.1788861446144647e-05,33.125087322118084,0.0006377398223822382
b1c41,25,1051.0,1.039208048,0.2121298444768489,0.01603733796,0.0032739683208052517,0.016694009,0.0001507058584615385,31.681423755946348,0.010091841692307688
b1c41,50,1051.0,1.061260692,0.1516108818208783,0.01637272418,0.002339271699829062,0.01669799,3.91425196158463e-05,32.356441498266356,0.002583544902761109
b1c41,100,1051.0,1.072057919,0.10774786429432158,0.0165774416,0.0016673839117444611,0.016855884,1.1474905478547885e-05,32.742589307130864,0.0006431646438643823
b1c42,25,702.0,1.040131892,0.21231840772410276,0.015969480759999998,0.0032600691130005113,0.016670227,0.00015068275846153792,32.10303230431781,0.010102874153846135
b1c42,50,702.0,1.062173754,0.15174122269679022,0.0163208729,0.002331937103959575,0.016721185,4.038072292917147e-05,32.80991963129927,0.0025843073949579826
b1c42,100,702.0,1.073050292,0.10784747051683381,0.01654846661,0.0016656529517135787,0.016871214,1.2499834821482139e-05,33.249216571477724,0.0006459453825382483
b1c43,25,651.0,1.028307184,0.20990382958062234,0.015376606599999999,0.0031389368388740793,0.016023984,0.00014571825076923058,31.916299324245283,0.009958407923076888
b1c43,50,651.0,1.049716032,0.14996054487638866,0.015723220779999998,0.002246562944798576,0.016097821,3.9479808739495795e-05,32.58594311525214,0.002525194823529416
b1c43,100,651.0,1.059816973,0.10651927174383316,0.015943807009999998,0.001604751281197192,0.016239306,1.2091447674767535e-05,33.006384832094625,0.0006126522802280213
b1c44,25,616.0,1.044332276,0.21317500886454635,0.0166349038,0.0033957598765101517,0.017335681,0.00015715052461538442,31.09578580973521,0.010110934692307675
b1c44,50,616.0,1.065953996,0.15228043121877477,0.01699946514,0.0024287833209488165,0.017420786,4.196474415366142e-05,31.77636180264725,0.0025553977430972374
b1c44,100,616.0,1.075973651,0.10814523166595694,0.017239711470000002,0.0017357892670864538,0.017589169,1.318409732373246e-05,32.22779884798965,0.0006130317737773744
b1c45,25,599.0,1.043779304,0.21306260397623508,0.01591634712,0.0032490830527229105,0.016596124,0.00015076357923076908,31.484549498417962,0.010129080538461527
b1c45,50,599.0,1.0657453359999998,0.15225094610994017,0.01627446142,0.0023253043765686684,0.016682232,4.0850375078031144e-05,32.18256165197349,0.002581127404561825
b1c45,100,599.0,1.076287856,0.10817367986351144,0.01650750907,0.0016623970328909113,0.016836088,1.2829564854485431e-05,32.67054191718554,0.0006333010081008127
b1c5,25,1074.0,1.036100924,0.21149823576869342,0.015644062280000003,0.0031956391031230983,0.016243413,0.00014551303000000012,29.66764972359868,0.01007584599999999
b1c5,50,1074.0,1.058480472,0.15121706581699043,0.015954728,0.002280928776715749,0.016270632,3.695291716686684e-05,30.22937725021016,0.0026027682593037157
b1c5,100,1074.0,1.0695241690000001,0.10749622493650526,0.016107684690000002,0.0016215831803739868,0.016325712,9.486525670566977e-06,30.61228273652725,0.0006526735631563154
b1c6,25,636.0,1.037080256,0.21169911710529182,0.01539968928,0.004542321346263107,0.016668456,0.00014307267076923088,31.063482836652298,0.010123225307692281
b1c6,50,636.0,1.0595033879999998,0.151364000532829,0.01603176114,0.00327351929196987,0.016660525,5.585201358943587e-05,31.62482021085935,0.002608071663865552
b1c6,100,636.0,1.070102667,0.10755540459278748,0.01634219586,0.0023355612014281705,0.016668631,1.6376682112211163e-05,31.951106767261077,0.000637459996999701
b1c7,25,870.0,1.052740328,0.2148927828917342,0.014896249160000001,0.004392792491270769,0.016162112,0.00014672352999999961,30.76108668943505,0.010170829230769228
b1c7,50,870.0,1.075190516,0.1536016749116641,0.0155476094,0.0031737514329117774,0.016213996,5.759535500600249e-05,31.338674178021236,0.0026154764369747917
b1c7,100,870.0,1.085957168,0.10914579136054847,0.015889640039999996,0.0022703133185751345,0.01627275,1.7682789186918724e-05,31.670183664124867,0.0006454022130213053
b1c8,25,879.0,1.050290556,0.21439372776979848,0.01601818404,0.0032699501258333283,0.016652953,0.00014940634923076923,30.751876473924217,0.01024909323076922
b1c8,50,879.0,1.072789118,0.15325966549358602,0.016343126540000003,0.002335024922205373,0.016710438,3.8491882593037135e-05,31.407184391349038,0.0026289689267707103
b1c8,100,879.0,1.083824218,0.10893185919541476,0.016544588650000004,0.0016639418368041975,0.016829027,1.1270389900990062e-05,31.755741207459714,0.0006556275559555942
b1c9,25,1054.0,1.0430695040000002,0.21291985513835476,0.01615771428,0.0032987112211827884,0.016779982,0.0001481503753846152,31.27049372894612,0.010185200153846139
b1c9,50,1054.0,1.0655286800000001,0.15222303217736669,0.01647783338,0.0023544970361229246,0.016837686,3.8042104441776624e-05,31.9383416350966,0.002621088518607444
b1c9,100,1054.0,1.0768228499999999,0.10822909190212264,0.016667011580000002,0.0016763966754851022,0.016944561,1.0895100354035437e-05,32.31511827515521,0.0006638219873987371
